,index,Property_type,property_type,sector,society,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,rating,floor_Num,total_floors,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Green_area,Construction,Management,Amenities,Connectivity,Lifestyle,Environment,Safety
61,61,,house,sector 8,independent,0.49,436.0,11250.0,Plot area 360(33.45 sq.m.),6,3,2,3.0,East,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,5,4,4,4
62,62,flat,4 BHK,sector 92,sare homes,0.95,2000.0,4750.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1983 sq.ft. (184.23 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),4,3,2,17th   of 20 Floors,East,New Property,[Safety3 out of 5 Lifestyle4 out of 5 Environment5 out of 5 Connectivity4 out of 5],17.0,20.0,2000.0,1900.0,1983.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,,,,,4,4,5,3
63,63,flat,2 BHK,sector 78,raheja revanta,0.99,1623.0,6100.0,Super Built up area 1621(150.6 sq.m.),2,2,3,14th   of 41 Floors,East,Under Construction,[Safety4 out of 5 Lifestyle4 out of 5 Environment4 out of 5 Connectivity5 out of 5],14.0,41.0,1621.0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,5,4,4,4
64,64,flat,3 BHK,sector 92,sare crescent parc,0.66,1326.0,4977.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,15th   of 15 Floors,North,Relatively New,[Management4 out of 5 Green Area4 out of 5 Construction4 out of 5 Amenities3 out of 5 Connectivity3 out of 5],15.0,15.0,,1326.0,,0,0,0,0,0,0,14,1,1,5,1,1,1,2,1,1,1,1,3,4,1,2,1,2,44,4,4,4,3,3,,,
65,65,flat,4 BHK,sector 90,dlf regal gardens,1.7,2354.0,7223.0,Super Built up area 2215(205.78 sq.m.),4,4,3+,15th   of 29 Floors,North-West,Moderately Old,[Green Area5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],15.0,29.0,2215.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,4.5,4,5,4,,,
66,66,flat,3 BHK,sector 83,vatika city homes,1.05,1225.0,8571.0,Super Built up area 1740(161.65 sq.m.)Carpet area: 1225 sq.ft. (113.81 sq.m.),3,3,3,8th   of 8 Floors,South-East,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity5 out of 5],8.0,8.0,1740.0,1225.0,,0,0,0,1,0,0,5,1,1,4,0,0,0,3,0,1,0,0,0,0,0,0,0,1,103,5,4,4,5,5,,,
67,67,flat,3 BHK,sector 77,umang winter hills,1.35,1735.0,7780.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3,3,3+,7th   of 18 Floors,,New Property,[Green Area5 out of 5 Amenities4.5 out of 5 Management4 out of 5 Construction5 out of 5 Connectivity4.5 out of 5],7.0,18.0,1735.0,1199.0,,0,0,1,0,0,0,15,1,1,5,0,0,0,3,0,1,1,0,4,0,1,4,0,1,96,5,5,4,4.5,4.5,,,
68,68,,house,sector 43,independent,5.3,1935.0,27390.0,Plot area 215(179.77 sq.m.),9,9,3+,3.0,East,Moderately Old,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],,,,,,0,1,0,0,0,0,60,1,1,15,0,0,0,9,0,1,0,0,0,0,0,12,0,1,71,,,,,4,4,4,4
69,69,,house,sohna road,independent,1.5,1053.0,14245.0,Plot area 117(97.83 sq.m.),2,3,2,1.0,North,New Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,,1,0,0,1,0,0,40,1,0,6,0,0,0,2,0,1,0,0,3,3,0,3,0,1,69,,,,,5,4,4,4
70,70,flat,2 BHK,sector 104,zara aavaas,0.4,569.0,7029.0,Super Built up area 569(52.86 sq.m.),2,2,1,14th   of 14 Floors,,Relatively New,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],14.0,14.0,569.0,,,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,38,,,,,4,4,4,4
71,71,,house,sector 25,dlf city plots phase 2,10.55,2700.0,39074.0,Plot area 300(250.84 sq.m.),5,6,3+,3.0,East,Moderately Old,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,,1,1,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,131,,,,,5,5,5,5
72,72,flat,2 BHK,sector 89,smart world gems,0.86,1103.0,7796.0,Super Built up area 1103(102.47 sq.m.),2,3,3,4th   of 4 Floors,,Under Construction,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],4.0,4.0,1103.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,,,,4,4,4,4
73,73,flat,2 BHK,sohna road,gls arawali homes,0.28,468.0,5982.0,Carpet area: 468 (43.48 sq.m.),2,2,2,3rd   of 13 Floors,,Relatively New,[Green Area5 out of 5 Amenities4 out of 5 Management4 out of 5 Construction4 out of 5 Connectivity4 out of 5],3.0,13.0,,468.0,,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,42,5,4,4,4,4,,,
74,74,flat,3 BHK,sector 74,m3m skywalk,2.2,2018.0,10901.0,Super Built up area 2018(187.48 sq.m.),3,3,3,12nd   of 30 Floors,,New Property,nan,12.0,30.0,2018.0,,,1,0,0,0,0,0,11,1,1,5,0,0,0,3,0,1,0,0,4,3,0,0,0,1,15,,,,,,,,
75,75,flat,2 BHK,sector 70a,capital residences 360,1.18,1450.0,8137.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,7th   of 22 Floors,East,New Property,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],7.0,22.0,1450.0,1000.0,1400.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,,,,,4,4,5,4
76,76,flat,4 BHK,sector 82,mapsko casa bella,3.0,4891.0,6134.0,Super Built up area 4890(454.3 sq.m.),4,6,3+,25th   of 25 Floors,West,Relatively New,[Green Area4.5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4 out of 5],25.0,25.0,4890.0,,,0,1,0,1,0,0,50,1,1,12,0,0,1,0,0,1,1,0,7,1,1,4,0,1,119,4.5,4,4,4,4,,,
77,77,flat,2 BHK,sector 89,smart world gems,0.97,1103.0,8794.0,Built Up area: 1103 (102.47 sq.m.),2,2,3+,2nd   of 4 Floors,East,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],2.0,4.0,,,1103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,4,4,4,4
78,78,flat,3 BHK,sector 65,emaar mgf emerald floors premier,2.35,1650.0,14242.0,Super Built up area 1650(153.29 sq.m.),3,3,3,2nd   of 4 Floors,West,Relatively New,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],2.0,4.0,1650.0,,,1,1,0,0,0,0,14,0,1,8,0,0,0,0,0,1,0,0,4,1,0,5,0,1,168,4.5,5,4.5,4.5,4,,,
79,79,flat,2 BHK,sector 107,m3m woodshire,0.8,1366.0,5856.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,14th   of 14 Floors,,New Property,[Green Area4.5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],14.0,14.0,1366.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4.5,5,4.5,5,4,,,
80,80,flat,3 BHK,sector 43,dlf trinity towers,3.8,2450.0,15510.0,Built Up area: 2450 (227.61 sq.m.),3,3,3+,1st   of 19 Floors,South-East,Moderately Old,[Green Area4 out of 5 Construction4 out of 5 Management5 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],1.0,19.0,,,2450.0,0,1,0,1,0,0,7,1,1,6,0,0,0,4,0,0,1,0,5,1,1,0,0,1,68,4,4,5,4,4.5,,,
81,81,flat,3 BHK,sector 99a,pareena coban residences,1.32,1997.0,6609.0,Super Built up area 1997(185.53 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,5,3,11st   of 20 Floors,North-East,New Property,[Environment4 out of 5 Lifestyle3 out of 5 Connectivity3 out of 5 Safety3 out of 5],11.0,20.0,1997.0,1500.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,88,,,,,3,3,4,3
82,82,flat,3 BHK,sector 102,emaar gurgaon greens,1.4,1023.0,13690.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7th   of 14 Floors,East,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],7.0,14.0,1650.0,1022.58,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,4,5,5,4,,,
83,83,flat,2 BHK,sector 67a,pyramid urban,0.55,523.0,10516.0,Carpet area: 523 (48.59 sq.m.),2,2,2,3rd   of 14 Floors,South-West,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety5 out of 5],3.0,14.0,,523.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,73,,,,,4,4,5,5
84,84,flat,3 BHK,sector 108,experion the heartsong,1.2,1758.0,6825.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,2,3+,11st   of 14 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],11.0,14.0,1758.0,1400.0,1550.0,0,1,0,1,0,0,5,0,1,5,0,0,0,0,0,1,0,0,5,0,0,2,0,1,174,5,4,4,5,4,,,
85,85,flat,2 BHK,sector 82,vatika the seven lamps,0.85,1300.0,6538.0,Super Built up area 1300(120.77 sq.m.),2,2,2,Ground of 16 Floors,East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],0.0,16.0,1300.0,,,0,0,0,0,0,0,7,0,1,4,0,0,0,2,0,1,0,0,0,0,0,0,0,1,49,5,5,5,5,4,,,
86,86,flat,3 BHK,sector 69,tulip violet,1.4,1584.0,8840.0,Super Built up area 1578(146.6 sq.m.),3,3,2,1st   of 14 Floors,North-East,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],1.0,14.0,1578.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,5,4,5,5,4.5,,,
87,87,flat,3 BHK,sector 76,corona gracieux,1.08,1960.0,5510.0,Super Built up area 1960(182.09 sq.m.),3,3,3,1st   of 13 Floors,,New Property,nan,1.0,13.0,1960.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,,,,,,,,
88,88,flat,4 BHK,sector 104,puri emerald bay,2.55,2450.0,10408.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3+,5th   of 29 Floors,East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4 out of 5],5.0,29.0,2450.0,2150.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,49,5,5,5,5,4,,,
89,89,,house,sector 82a,vatika sovereign next,3.85,5133.0,7500.0,Built Up area: 5140 (477.52 sq.m.),5,6,3+,6.0,,undefined,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety5 out of 5],,,,,5140.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,,,,,5,5,5,5
90,90,flat,4 BHK,sector 112,experion windchants,6.5,6240.0,10416.0,Built Up area: 4800 (445.93 sq.m.),4,5,3,11st   of 25 Floors,South,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity3 out of 5],11.0,25.0,,,4800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,5,5,5,3,,,
91,91,flat,3 BHK,sector 43,kamroon court,2.75,2000.0,13750.0,Carpet area: 2000 (185.81 sq.m.),3,4,3+,5th   of 12 Floors,North-East,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],5.0,12.0,,2000.0,,0,1,0,0,1,0,14,1,0,5,2,0,1,3,0,0,0,0,3,0,0,4,0,1,49,,,,,5,4,4,4
92,92,flat,2 BHK,sector 85,ss the leaf,1.2,1640.0,7317.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,6th   of 26 Floors,North,Relatively New,[Green Area4.5 out of 5 Construction4.5 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],6.0,26.0,1640.0,1000.0,1300.0,0,0,0,0,0,0,11,1,1,9,0,0,0,3,0,1,0,0,4,0,0,3,0,1,174,4.5,4.5,4,4,4.5,,,
93,93,flat,2 BHK,sector 86,pyramid urban homes 2,0.43,501.0,8582.0,Carpet area: 501 (46.54 sq.m.),2,2,1,6th   of 13 Floors,North-East,New Property,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity4.5 out of 5 Safety4.5 out of 5],6.0,13.0,,501.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,,,,,4.5,5,5,4.5
94,94,flat,2 BHK,sector 33,central park flower valley cerise floors,1.3,1210.0,10743.0,Super Built up area 1210(112.41 sq.m.),2,2,2,3rd   of 4 Floors,North,undefined,nan,3.0,4.0,1210.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,,,,,,
95,95,flat,3 BHK,sector 70,shree vardhman victoria,1.55,1950.0,7948.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8th   of 18 Floors,South,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4.5 out of 5 Amenities4.5 out of 5 Connectivity3.5 out of 5],8.0,18.0,1950.0,1161.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174,5,5,4.5,4.5,3.5,,,
96,96,flat,3 BHK,sector 49,orchid petals,2.09,1805.0,11578.0,Super Built up area 1805(167.69 sq.m.),3,3,3,Ground of 14 Floors,South,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management4 out of 5 Amenities4.5 out of 5 Connectivity4 out of 5],0.0,14.0,1805.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,5,4,4.5,4,,,
97,97,flat,2 BHK,sector 89,smart world gems,1.0,1107.0,9033.0,Carpet area: 1107 (102.84 sq.m.),2,2,2,1st   of 4 Floors,,Under Construction,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],1.0,4.0,,1107.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,4,4,4,4
98,98,flat,3 BHK,sector 69,tulip violet,1.4,1568.0,8928.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12nd   of 14 Floors,North,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity4.5 out of 5],12.0,14.0,1568.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,157,5,4,5,5,4.5,,,
99,99,flat,4 BHK,sector 85,orris aster court premier,1.73,2560.0,6757.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.),4,5,3+,8th   of 12 Floors,East,Relatively New,[Environment5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5 Safety4.5 out of 5],8.0,12.0,2560.0,,2017.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,,,,5,5,5,4.5
100,100,,house,sector 5,independent,3.5,2250.0,15555.0,Plot area 2050(190.45 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.),6,5,2,3.0,North-East,Old Property,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5 Safety4 out of 5],,,,,2250.0,1,1,0,1,1,2,21,1,1,8,0,1,1,5,1,1,1,1,0,1,1,5,1,2,155,,,,,5,4,4,4
101,101,flat,4 BHK,sector 33,central park flower valley aqua front towers,2.96,2134.0,13870.0,Carpet area: 2134 (198.26 sq.m.),4,4,3,1st   of 11 Floors,,New Property,nan,1.0,11.0,,2134.0,,0,1,0,0,0,0,10,1,1,5,0,0,0,4,0,1,0,0,5,0,0,4,0,1,24,,,,,,,,
102,102,,house,sector 50,unitech nirvana birch court,11.95,3240.0,36883.0,Plot area 360(301.01 sq.m.),3,3,2,1.0,West,Moderately Old,[Environment5 out of 5 Safety5 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,,,1,1,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,101,,,,,5,5,5,5
103,103,,house,sector 12,independent,1.0,135.0,74074.0,Plot area 135(12.54 sq.m.)Built Up area: 3750 sq.ft. (348.39 sq.m.),9,7,3+,3.0,North,Moderately Old,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4.5 out of 5 Safety4 out of 5],,,,,3750.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,4.5,4,4,4
104,104,flat,3 BHK,sector 79,supertech araville,1.45,1945.0,7455.0,Carpet area: 1945 (180.7 sq.m.),3,3,3,3rd   of 18 Floors,North,Relatively New,[Environment4 out of 5 Safety4 out of 5 Lifestyle3 out of 5 Connectivity4 out of 5],3.0,18.0,,1945.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,,,,,4,3,4,4
105,105,flat,2 BHK,sector 37c,imperia the esfera,0.86,1578.0,5449.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,9th   of 24 Floors,South-East,Relatively New,[Environment5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],9.0,24.0,1578.0,1310.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,4,4,5,4
106,106,,house,sector 17,independent,3.0,2700.0,11111.0,Carpet area: 2700 (250.84 sq.m.),4,4,0,1.0,,undefined,[Environment4 out of 5 Lifestyle3 out of 5 Connectivity4 out of 5 Safety3 out of 5],,,,2700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,3,4,3
107,107,flat,3 BHK,sector 2,bestech park view residency,1.59,1920.0,8281.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,11st   of 14 Floors,North-West,Moderately Old,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities5 out of 5 Connectivity4 out of 5],11.0,14.0,1920.0,,,0,1,0,0,0,0,5,0,0,4,0,0,0,3,0,1,0,0,0,0,0,1,0,0,100,5,4,4,5,4,,,
108,108,flat,1 BHK,sector 63a,aipl joy square,0.7,693.0,10101.0,Built Up area: 693 (64.38 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),1,1,0,7th   of 7 Floors,,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety5 out of 5],7.0,7.0,,350.0,693.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,4,5
109,109,flat,4 BHK,sector 81,bestech spa signature,4.4,3500.0,12571.0,Super Built up area 4200(390.19 sq.m.)Built Up area: 3700 sq.ft. (343.74 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,6th   of 31 Floors,South-West,New Property,[Environment4.5 out of 5 Lifestyle4 out of 5 Connectivity3.5 out of 5 Safety4.5 out of 5],6.0,31.0,4200.0,3500.0,3700.0,1,1,0,1,1,0,16,1,1,10,0,0,1,5,0,1,1,1,10,0,1,4,1,2,49,,,,,3.5,4,4.5,4.5
110,110,flat,4 BHK,sector 78,umang monsoon breeze,1.25,2500.0,5000.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,2nd   of 14 Floors,East,Relatively New,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity5 out of 5],2.0,14.0,2350.0,2000.0,2300.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,,,,,5,4,4,4
111,111,flat,3 BHK,sector 110,mahindra aura,1.8,2042.0,8814.0,Super Built up area 2042(189.71 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3+,7th   of 18 Floors,South-East,Relatively New,[Green Area5 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity4.5 out of 5],7.0,18.0,2042.0,1650.0,1850.0,0,1,0,0,0,0,30,1,1,7,0,0,0,3,0,1,0,0,0,0,0,2,0,1,136,5,4,4,4,4.5,,,
112,112,flat,3 BHK,manesar,hsiidc sidco shivalik apartments,0.6,1500.0,4000.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1077 sq.ft. (100.06 sq.m.),3,2,2,5th   of 9 Floors,South-East,Moderately Old,[Green Area4 out of 5 Construction4 out of 5 Management4 out of 5 Amenities4 out of 5 Connectivity5 out of 5],5.0,9.0,1500.0,1077.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4,4,4,4,5,,,
113,113,flat,3 BHK,sector 104,ats triumph,1.85,2290.0,8078.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,14th   of 27 Floors,East,Relatively New,[Green Area4 out of 5 Construction5 out of 5 Management5 out of 5 Amenities4.5 out of 5 Connectivity5 out of 5],14.0,27.0,2290.0,,,1,1,1,1,0,0,7,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,117,4,5,5,4.5,5,,,
114,114,flat,3 BHK,sector 104,hero homes,1.4,885.0,15826.0,Super Built up area 1389(129.04 sq.m.)Carpet area: 884.58 sq.ft. (82.18 sq.m.),3,2,2,4th   of 26 Floors,North,undefined,[Environment4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5 Safety4 out of 5],4.0,26.0,1389.0,884.58,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,4,4,4,4
115,115,flat,3 BHK,sector 106,paras dews,1.28,1760.0,7272.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,24th   of 24 Floors,North-West,Relatively New,nan,24.0,24.0,1760.0,1130.0,1186.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,,,,
116,116,,house,sector 57,independent,3.15,1548.0,20349.0,Plot area 172(143.81 sq.m.),5,4,3+,2.0,North-East,Moderately Old,[Environment4 out of 5 Safety4 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],,,,,,0,0,1,0,0,0,30,0,0,8,0,0,0,3,0,1,0,0,0,0,0,0,0,1,60,,,,,4,4,4,4
117,117,flat,2 BHK,sector 112,experion windchants,2.8,2441.0,11470.0,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,3,2,9th   of 28 Floors,South-East,Relatively New,[Green Area5 out of 5 Construction5 out of 5 Management5 out of 5 Amenities5 out of 5 Connectivity3 out of 5],9.0,28.0,2441.0,1800.0,1939.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,137,5,5,5,5,3,,,
118,118,flat,2 BHK,sector 63a,signature global city 63a,1.65,1081.0,15263.0,Super Built up area 1081(100.43 sq.m.),2,2,2,1st   of 4 Floors,,undefined,[Environment4 out of 5 Safety5 out of 5 Lifestyle4 out of 5 Connectivity4 out of 5],1.0,4.0,1081.0,,,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,4,4,4,5
119,119,flat,2 BHK,sohna road,signature global park,0.54,750.0,7200.0,Carpet area: 750 (69.68 sq.m.),2,2,2,4th   of 4 Floors,North-East,Under Construction,[Management4 out of 5 Green Area5 out of 5 Construction5 out of 5 Amenities5 out of 5 Connectivity5 out of 5],4.0,4.0,,750.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,5,5,4,5,5,,,
120,120,,house,sector 52,ardee city,2.25,1400.0,16071.0,Plot area 2160(200.67 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,4.0,South-East,New Property,[Environment4 out of 5 Safety4 out of 5 Lifestyle5 out of 5 Connectivity5 out of 5],,,,1400.0,1800.0,0,1,0,0,0,0,15,1,1,7,0,0,0,3,0,1,1,0,0,0,0,3,0,1,22,,,,,5,5,4,4
121,121,flat,1 BHK,sector 36a,avl 36 gurgaon,0.36,400.0,8990.0,Super Built up area 406(37.72 sq.m.)Carpet area: 402 sq.ft. (37.35 sq.m.),1,1,1,7th   of 10 Floors,West,Relatively New,[Management4 out of 5 Green Area4.5 out of 5 Construction4 out of 5 Amenities4 out of 5 Connectivity2.5 out of 5],7.0,10.0,406.0,402.0,,0,0,0,0,0,0,12,0,1,2,0,0,0,2,1,0,0,0,1,0,0,1,0,0,95,4.5,4,4,4,,,,
